"Id";"Name";"State";"SubscriptionId";"TenantId";"CurrentStorageAccountName";"ExtendedProperties";"CurrentStorageAccount"
"c86e22f0-fe29-45b1-a032-ded5f1c70e5c";"Arrow";"Enabled";"c86e22f0-fe29-45b1-a032-ded5f1c70e5c";"3c8ea0e4-127c-4a02-ac65-58830e4ac608";;"System.Collections.Generic.Dictionary`2[System.String,System.String]";
"5825b0f3-d987-4ef6-8b9e-103cd4d7d101";"AAR CORP - POC";"Enabled";"5825b0f3-d987-4ef6-8b9e-103cd4d7d101";"3c8ea0e4-127c-4a02-ac65-58830e4ac608";;"System.Collections.Generic.Dictionary`2[System.String,System.String]";
"5161c46a-fb14-4677-8249-d11b1e1189ce";"IPSEN-Testing";"Enabled";"5161c46a-fb14-4677-8249-d11b1e1189ce";"3c8ea0e4-127c-4a02-ac65-58830e4ac608";;"System.Collections.Generic.Dictionary`2[System.String,System.String]";
"1f69b9fd-f3b0-4d5c-9dd3-ead2b8727a0b";"Federated_Learning_on_Cloud";"Enabled";"1f69b9fd-f3b0-4d5c-9dd3-ead2b8727a0b";"3c8ea0e4-127c-4a02-ac65-58830e4ac608";;"System.Collections.Generic.Dictionary`2[System.String,System.String]";
"451a3b23-9ec3-46d0-b908-3320058e3544";"MOB APP DEV";"Enabled";"451a3b23-9ec3-46d0-b908-3320058e3544";"3c8ea0e4-127c-4a02-ac65-58830e4ac608";;"System.Collections.Generic.Dictionary`2[System.String,System.String]";
"0f2da85c-b672-448c-bcf7-11d3d59d854a";"Azure Data Stack-POC";"Enabled";"0f2da85c-b672-448c-bcf7-11d3d59d854a";"3c8ea0e4-127c-4a02-ac65-58830e4ac608";;"System.Collections.Generic.Dictionary`2[System.String,System.String]";
"806b9120-f8ee-426f-a2e1-f6a56cb4abf8";"SpectrisPlc_ Malvern Panalytical_Hitech";"Enabled";"806b9120-f8ee-426f-a2e1-f6a56cb4abf8";"3c8ea0e4-127c-4a02-ac65-58830e4ac608";;"System.Collections.Generic.Dictionary`2[System.String,System.String]";
"2bac67df-2b13-45cd-8dbe-adb676520f04";"Co-op-FundServ-lahitapiola-Kingfisher-CVS";"Enabled";"2bac67df-2b13-45cd-8dbe-adb676520f04";"3c8ea0e4-127c-4a02-ac65-58830e4ac608";;"System.Collections.Generic.Dictionary`2[System.String,System.String]";
"d813233b-0912-4229-8f16-79f543b5bdb3";"TCS ETG NFR Group";"Enabled";"d813233b-0912-4229-8f16-79f543b5bdb3";"3c8ea0e4-127c-4a02-ac65-58830e4ac608";;"System.Collections.Generic.Dictionary`2[System.String,System.String]";
"6d6038db-6ff4-46fd-8fca-ed3710b219e7";"Quartz_Internal_POC";"Enabled";"6d6038db-6ff4-46fd-8fca-ed3710b219e7";"3c8ea0e4-127c-4a02-ac65-58830e4ac608";;"System.Collections.Generic.Dictionary`2[System.String,System.String]";
"e2e7e292-a496-4c8c-b52b-6ae3d3b29cf8";"TCS DigiGOV e-commerce";"Enabled";"e2e7e292-a496-4c8c-b52b-6ae3d3b29cf8";"3c8ea0e4-127c-4a02-ac65-58830e4ac608";;"System.Collections.Generic.Dictionary`2[System.String,System.String]";
"dd80f43a-06c3-4aef-8e61-b7fcb9c8ac02";"ICICIBANK-Payement Solution-POC";"Enabled";"dd80f43a-06c3-4aef-8e61-b7fcb9c8ac02";"3c8ea0e4-127c-4a02-ac65-58830e4ac608";;"System.Collections.Generic.Dictionary`2[System.String,System.String]";
"20640e48-91e4-4b65-bed0-e1544e31f088";"TCS_DAEzMo_DEER";"Enabled";"20640e48-91e4-4b65-bed0-e1544e31f088";"3c8ea0e4-127c-4a02-ac65-58830e4ac608";;"System.Collections.Generic.Dictionary`2[System.String,System.String]";
"34a6465c-2a6e-41b9-89b8-7617e5062ed4";"Cloud Exponense - MFDM";"Enabled";"34a6465c-2a6e-41b9-89b8-7617e5062ed4";"3c8ea0e4-127c-4a02-ac65-58830e4ac608";;"System.Collections.Generic.Dictionary`2[System.String,System.String]";
"7f470431-a757-4900-aed2-bdbf6b2cb8a9";"SL Phoenix ? Connect 2.0";"Enabled";"7f470431-a757-4900-aed2-bdbf6b2cb8a9";"3c8ea0e4-127c-4a02-ac65-58830e4ac608";;"System.Collections.Generic.Dictionary`2[System.String,System.String]";
